episode,iterations,epsilon,time,car_avg,car_min,car_max,car_cumulative,car_reproductions,car_table_size,her_avg,her_min,her_max,her_cumulative,her_reproductions,her_table_size
49,340,0.00636268544113595,4.659900903701782,0.12519830478695956,-1.6959256530493276,100,1227.6945767409254,11,4538,-0.6092097236166535,-100,100,-1844.07783338761,5,3915
50,645,0.005726416897022355,7.317496299743652,0.05755056482862509,-100,100,990.0423667468374,8,4570,-0.40341579411193723,-100,100,-1787.535383709994,8,3919
51,590,0.00515377520732012,7.600313901901245,0.07335370582359091,-1.6841577610110154,100,1224.1999964899087,10,4585,-0.36270345981934154,-100,100,-1778.6977669540508,7,3921
52,379,0.004638397686588107,5.334420919418335,0.12549214398176675,-2.0,100,1152.896326760491,9,4598,-0.3707669546128056,-100,100,-1824.9149506042293,6,3933
53,418,0.0041745579179292966,5.151705503463745,0.09452115830876005,-1.3041531843979624,100,1011.3763939037326,8,4609,-0.5306795459116782,-100,100,-1960.8609221436511,1,3935
54,489,0.003757102126136367,5.989989995956421,0.08677140890044983,-1.8632540001891877,100,1170.89339170267,10,4639,-0.47213310116584584,-100,100,-1812.0468422745164,5,3941
55,679,0.00338139191352273,7.501851320266724,0.03877455785680045,-100,100,687.7055581482128,7,4674,-0.4008760110124231,-100,100,-1804.3429255669164,4,3953
56,302,0.0030432527221704573,4.166943788528442,0.1582286740610318,-1.861216892790835,100,1288.2978642049209,11,4682,-0.5768640179463546,-100,100,-1879.4229704692232,7,3964
57,291,0.0027389274499534117,3.9577813148498535,0.1398983188816754,-1.443486758262552,100,1092.3260738281215,9,4688,-0.6807402132264785,-100,100,-1913.560739379631,2,3965
58,372,0.0024650347049580707,4.332037448883057,0.0987197369338929,-1.6521623116564301,100,1019.6761627901797,9,4693,-0.7516876702485095,-100,100,-1872.453986589037,3,3968
59,654,0.0022185312344622636,8.253162622451782,0.07092119715350167,-100,100,1289.276443053507,12,4727,-0.3105293479105757,-100,100,-1738.6538189513133,9,3971
60,999,0.001996678111016037,10.447186470031738,-0.013654552388300191,-100,100,-345.93808475758533,11,4733,-0.3413925968775813,-100,100,-1832.2540674419788,6,3972
61,580,0.0017970102999144335,6.915321588516235,0.0768875271068136,-1.8147383723220931,100,1217.0526665737525,9,4766,-0.42557794671673566,-100,100,-1840.199041603165,5,3972
62,453,0.0016173092699229901,5.452118158340454,0.09993910243385261,-0.9465358653444796,100,1241.9432259454863,11,4791,-0.5594283988062998,-100,100,-1914.3639807151578,2,3972
63,549,0.0014555783429306911,6.887722015380859,0.08045927669706825,-1.9,100,1148.5561748506493,9,4830,-0.36108381885737423,-100,100,-1850.1934878251857,6,3984
64,1704,0.001310020508637622,12.746683597564697,-0.05627439305019168,-100,100,-1563.302638934325,9,4844,-0.12532616153885515,-100,100,-1085.95118973418,11,3985
65,1063,0.0011790184577738598,10.723196983337402,-0.012570696221215115,-100,100,-312.93491173092906,7,4855,-0.2220550256580014,-100,100,-1664.9685823836944,11,3987
66,427,0.0010611166119964739,5.088644742965698,0.08746654839486372,-2.0,100,995.2818541851542,9,4900,-0.5033101193273882,-100,100,-1843.624967096223,5,3995
67,557,0.0009550049507968265,6.720142126083374,0.09511161583637028,-1.785677246760588,100,1502.668418598814,11,4917,-0.4913404561929037,-100,100,-1884.2906494997856,3,3998
68,383,0.0008595044557171439,4.748520135879517,0.09483581649899506,-1.9458587377217689,100,884.6284963026259,7,4929,-0.509107886096169,-100,100,-1934.100859279346,3,3999
69,434,0.0007735540101454295,5.07149863243103,0.09583656241031262,-1.5939954460044512,100,1161.539136412989,10,4937,-0.6140557711364769,-100,100,-1880.852826991029,1,4002
70,502,0.0006961986091308866,5.767486333847046,0.07328659210764313,-2.0,100,930.66643317496,7,4946,-0.4723263877600456,-100,100,-1882.6929816115417,3,4003
71,485,0.0006265787482177979,5.678935289382935,0.08718179726321132,-1.5872280590673356,100,1133.1890008272208,9,4996,-0.5033912690818172,-100,100,-1945.1038637321417,4,4004
72,791,0.0005639208733960181,8.6379873752594,0.036920667273316776,-100,100,716.3717071041654,7,5008,-0.32103419042386067,-100,100,-1826.6845435117673,4,4004
73,599,0.0005075287860564164,6.44417142868042,0.071405663770372,-1.9007495621430561,100,1168.8393102572193,8,5033,-0.5611872429962601,-100,100,-1905.230689972303,2,4006
74,488,0.00045677590745077476,5.460452556610107,0.07729762047091805,-1.848231523476256,100,958.7996843212676,8,5072,-0.4497729526568621,-100,100,-1870.1559371472326,2,4007
75,659,0.0004110983167056973,7.747312068939209,0.040288454095131244,-100,100,724.3461161763646,9,5100,-0.39637604388115927,-100,100,-1885.1644646987936,5,4008
76,496,0.0003699884850351276,6.624343395233154,0.09345089754263984,-1.8759526214338085,100,1355.5052688559908,13,5107,-0.47647334233396993,-100,100,-1891.1226957235267,3,4009
77,571,0.00033298963653161486,6.74042820930481,0.0574792544284238,-1.851920857360997,100,913.5752698853678,9,5141,-0.49796840536371245,-100,100,-1911.2027397859283,2,4011
78,426,0.0002996906728784534,5.355403661727905,0.10446514177523769,-2.0,100,1285.3391044025245,12,5150,-0.6354069747539354,-100,100,-1946.251563671304,2,4012
79,619,0.00026972160559060804,7.286519765853882,0.08566277452703087,-1.9,100,1519.0579806878386,12,5163,-0.4599408117861477,-100,100,-1853.1015306863892,7,4014
80,911,0.00024274944503154723,9.689040422439575,-0.025291448687552367,-100,100,-613.2670477757698,12,5180,-0.3844709288639375,-100,100,-1825.8524411748392,5,4015
81,387,0.00021847450052839252,4.5299999713897705,0.10813544098621225,-1.8010258118117983,100,1178.7844421906998,10,5199,-0.7253175431911061,-100,100,-1904.6838684198447,3,4017
82,821,0.00019662705047555326,8.88299012184143,0.029253912071459217,-100,100,576.2435599836036,6,5224,-0.2794734794320312,-100,100,-1731.6176785608654,7,4017
83,390,0.00017696434542799794,4.595999002456665,0.1159157322680193,-1.8647286693677902,100,1310.6591847544942,11,5231,-0.8117032126240592,-100,100,-1932.665349257885,1,4019
84,390,0.00015926791088519815,4.416002988815308,0.11873272529696027,-1.6342156137181263,100,1255.00490638887,10,5259,-0.7356009216388669,-100,100,-1919.9184054774428,3,4022
85,471,0.00014334111979667834,5.736017942428589,0.09287129319089621,-1.819321096190122,100,1225.715327533448,10,5270,-0.5300582210872417,-100,100,-1868.4552293325269,3,4027
86,769,0.00012900700781701051,8.005001544952393,0.037022967874909746,-100,100,727.686433581351,9,5319,-0.34262858227466014,-100,100,-1809.764171574755,6,4032
87,617,0.00011610630703530947,6.513003826141357,0.07632025103608904,-1.2908479869957465,100,1283.096060418729,9,5320,-0.5184474111561399,-100,100,-1901.665104120721,4,4032
88,363,0.00010449567633177853,4.4576311111450195,0.10409245775489885,-2.0,100,1072.0482224177033,10,5331,-0.7027186274833386,-100,100,-1916.3136971470644,1,4034
89,661,9.404610869860067e-05,7.794239282608032,0.02895556196609902,-100,100,597.7586212281482,13,5336,-0.6575010080413154,-100,100,-1889.0003961026991,3,4037
90,417,8.464149782874061e-05,5.400423049926758,0.10035005375204947,-1.8652532074139023,100,1076.6557267057387,9,5342,-0.5018084315615022,-100,100,-1897.8394881656013,1,4038
91,295,7.617734804586655e-05,3.785619020462036,0.12206308055878846,-1.3158316361869056,100,906.9286885517982,8,5342,-0.7288803876888279,-100,10,-1990.5723387781889,0,4038
92,506,6.85596132412799e-05,6.506637811660767,0.07707759458014467,-1.9,100,1048.1011311008072,9,5346,-0.46659867078298173,-100,100,-1934.5180890662423,2,4041
93,389,6.170365191715192e-05,4.883238077163696,0.11907601428150559,-1.1902148901197087,100,1268.040476083753,9,5350,-0.6957336861921146,-100,100,-1936.226848672655,2,4042
94,494,5.5533286725436733e-05,5.847333669662476,0.07988965013130797,-1.756337481072946,100,1086.3394624855257,9,5353,-0.6245111997950715,-100,100,-1955.9690777581638,1,4042
95,600,4.997995805289306e-05,7.3986711502075195,0.08597323229026983,-1.8050768581933576,100,1381.7617893692168,10,5356,-0.36309253381215517,-100,100,-1898.6108593037595,4,4044
96,499,4.4981962247603756e-05,6.42916202545166,0.07983641974752981,-1.2073678887319714,100,1134.0763425136608,11,5365,-0.4886584915619741,-100,100,-1946.8154303829049,2,4044
97,534,4.048376602284338e-05,6.025616884231567,0.08630406145269422,-1.4587408350543052,100,1326.7523367122683,11,5369,-0.6448194806974716,-100,100,-1960.8960408010112,1,4046
98,804,3.6435389420559045e-05,7.429502248764038,0.03227678160411166,-100,100,663.09420127487,8,5377,-0.5222479471340512,-100,100,-1897.8490398851422,4,4049
99,799,3.279185047850314e-05,8.609570980072021,0.01939735721691207,-100,100,396.9669154441055,8,5422,-0.336911226342212,-100,100,-1844.2520529972685,4,4051
100,546,2.9512665430652825e-05,6.656055688858032,0.08327466635730071,-1.763927991922998,100,1323.983920414724,11,5427,-0.5201079815472299,-100,100,-1915.0375880569004,2,4053
101,389,2.6561398887587544e-05,4.628581523895264,0.10302056001352955,-1.8668859713060124,100,1078.3162016616138,9,5478,-0.6799655243274066,-100,100,-1988.8991586576644,1,4054
102,403,2.390525899882879e-05,5.087069034576416,0.12495047666445251,-1.8426161847925493,100,1423.685731114772,12,5507,-0.600291384145778,-100,100,-1917.9309723457607,4,4056
103,511,2.1514733098945913e-05,6.563252687454224,0.09388994820088184,-1.7554106424386542,100,1302.347471494432,11,5523,-0.388820433503792,-100,100,-1854.284647379584,5,4061
104,448,1.9363259789051322e-05,5.218961238861084,0.06704612385421725,-1.8603202614013719,100,756.2132309517164,6,5551,-0.6308113636504762,-100,10,-1953.6227932255247,0,4064
105,443,1.742693381014619e-05,5.703988075256348,0.10788713124443393,-2.0,100,1300.9030285453844,11,5553,-0.5482912978558028,-100,100,-1923.405872878156,3,4066
106,549,1.5684240429131574e-05,6.505994081497192,0.08284068658383255,-1.7030903296748876,100,1252.136977714629,9,5555,-0.5878989312095481,-100,100,-1921.8416061240127,2,4066
107,443,1.4115816386218418e-05,5.8600013256073,0.09643084819274084,-1.8644634801028737,100,1144.2484446550627,9,5565,-0.4492104634254363,-100,100,-1886.6839463868325,5,4069
108,574,1.2704234747596576e-05,6.797013759613037,0.09766271596637587,-1.700002712411647,100,1644.542474157803,13,5571,-0.5331559858576397,-100,100,-1917.2289251440723,4,4070
109,691,1.1433811272836918e-05,7.1620001792907715,0.029689630955333817,-100,100,533.8789438388127,7,5598,-0.5187716875202285,-100,10,-1938.6497962630938,0,4071
110,635,1.0290430145553226e-05,7.568000555038452,0.05981389679900659,-1.738556281773388,100,997.0378457426408,8,5601,-0.43189275179472236,-100,100,-1927.1054585080512,2,4074
111,423,9.261387130997904e-06,5.370006799697876,0.08303235359643527,-1.6653479283422152,100,887.615859945893,7,5602,-0.5049264865524045,-100,100,-1917.710795926032,2,4075
112,672,8.335248417898115e-06,8.306992769241333,0.04729890745371595,-100,100,832.6026679077619,10,5604,-0.3554840172828614,-100,100,-1817.5897803672704,5,4079
113,647,7.501723576108304e-06,7.5030012130737305,0.06493321765780347,-1.6197566544379813,100,1098.4752431170612,8,5609,-0.430791800356557,-100,100,-1915.3003443852524,3,4080
114,641,6.751551218497473e-06,7.757011413574219,0.06992956386813154,-1.803076805134668,100,1187.5438536086099,9,5634,-0.38889236109627806,-100,100,-1899.7391839553184,3,4081
115,814,6.076396096647726e-06,8.40899109840393,0.024005895916195123,-100,100,515.3105617370445,10,5656,-0.4012307986951141,-100,100,-1831.6185960431958,4,4082
116,1389,5.468756486982954e-06,10.56752610206604,-0.06009084531285265,-100,100,-1566.6885189966943,9,5682,-0.29852231841120436,-100,100,-1788.7457319199364,5,4089
117,530,4.9218808382846585e-06,7.059083700180054,0.08473846781213441,-1.6818461210922244,100,1315.056281976514,11,5718,-0.4094804561266329,-100,100,-1837.338806640202,5,4091
118,475,4.429692754456193e-06,6.131999731063843,0.09184013224889483,-1.9160716831421085,100,1290.3538580969723,12,5720,-0.5276658633588982,-100,100,-1875.3244783775242,5,4103
119,481,3.986723479010574e-06,5.95199990272522,0.08621494056613241,-1.8793000126570187,100,1132.6918891578475,9,5733,-0.48035310667604375,-100,100,-1922.373132917527,4,4104
120,464,3.5880511311095166e-06,5.687999486923218,0.09149494782247704,-1.801460732041176,100,1231.4305027427185,10,5751,-0.582586555008316,-100,100,-1893.406303777027,3,4105
121,628,3.229246017998565e-06,8.29276156425476,0.07154467606446804,-1.4646000519091937,100,1127.4010054238875,8,5755,-0.25833788759214243,-100,100,-1841.4324627567912,4,4111
122,575,2.9063214161987086e-06,7.014755487442017,0.07939629139098411,-1.8939560838661231,100,1249.8564190768718,10,5762,-0.39595679533653017,-100,100,-1872.4796851464512,5,4112
123,557,2.615689274578838e-06,6.8420000076293945,0.08653608631551016,-1.6103353489930732,100,1404.1345365554678,12,5764,-0.49770646846697275,-100,100,-1854.4543015079405,4,4112
124,1130,2.354120347120954e-06,10.592286586761475,-0.02937871414156865,-100,100,-750.8024186019284,9,5801,-0.27125535833209613,-100,100,-1752.5808701836731,7,4116
125,539,2.118708312408859e-06,6.796383380889893,0.10832312704421877,-1.7591637970743403,100,1652.9025955677344,12,5824,-0.39481078894239763,-100,100,-1811.7867104566626,7,4116
126,553,1.906837481167973e-06,7.192999839782715,0.0930209325354094,-1.9,100,1471.7771945752474,12,5828,-0.38046704839827383,-100,100,-1817.1106231501558,7,4121
127,483,1.7161537330511758e-06,5.8809874057769775,0.08672343734333035,-2.0,100,1161.40027290188,10,5839,-0.4691547391355649,-100,100,-1805.3074361936538,7,4124
128,442,1.5445383597460583e-06,5.374994993209839,0.09295815645155338,-1.7,100,1184.3798713492415,11,5841,-0.6137285850940546,-100,100,-1917.9018284189206,1,4125
129,618,1.3900845237714525e-06,7.3670127391815186,0.06404479970487446,-100,100,1067.306587081733,11,5920,-0.3821090525882491,-100,100,-1899.081991363598,5,4127
130,497,1.2510760713943073e-06,5.483001232147217,0.08141817263001329,-1.6,100,1106.7172205597706,9,5953,-0.6074848536118638,-100,100,-1905.6799857804167,2,4127
131,1020,1.1259684642548765e-06,10.159266471862793,-0.03214856416776481,-100,100,-748.6436137747392,9,6070,-0.2570865821898864,-100,100,-1775.4399366033554,4,4127
132,755,1.0133716178293888e-06,8.3919997215271,0.04971140225664287,-100,100,949.885474319932,8,6111,-0.29232936516227626,-100,100,-1756.6071552601181,10,4129
133,167,9.1203445604645e-07,2.1739983558654785,0.26634597905967045,-1.8181415426114733,100,1198.8232517475767,11,6116,-1.280595851026877,-100,100,-1982.3623773896054,1,4129
134,559,8.20831010441805e-07,6.961991310119629,0.09675623904806085,-1.9279089739512765,100,1559.4203047375968,12,6125,-0.47965807702950936,-100,100,-1958.4439285114868,3,4130
135,611,7.387479093976244e-07,7.914778470993042,0.060966620351160274,-100,100,1092.095070350334,13,6146,-0.40138415760852425,-100,100,-1809.4397824992272,9,4130
136,545,6.64873118457862e-07,6.10099983215332,0.06302581331362048,-1.7820598607053384,100,937.2568697868502,8,6152,-0.6098150041433998,-100,100,-1853.227797591792,1,4130
137,381,5.983858066120759e-07,4.461992025375366,0.0881437134070095,-1.706063556164244,100,791.5305463949453,6,6155,-0.5160074389646572,-100,100,-1910.7755464861257,2,4130
138,401,5.385472259508683e-07,5.142010688781738,0.09482956422832532,-1.6294391727451747,100,1061.2376532791886,9,6177,-0.5626323152489726,-100,100,-1888.194049975552,2,4133
139,237,4.846925033557815e-07,2.9449915885925293,0.16062375609445942,-2.0,100,1032.3288804190906,9,6178,-0.9893773303402063,-100,100,-1935.2220581454435,1,4133
140,468,4.3622325302020334e-07,5.551025152206421,0.09348429571753217,-1.8909906008921549,100,1200.6188099002657,10,6187,-0.558869243043929,-100,100,-1886.7425645163044,4,4135
141,642,3.92600927718183e-07,8.310998916625977,0.06501020456968808,-100,100,1103.5482225704552,11,6207,-0.2819152651779312,-100,100,-1783.9597980459484,8,4136
142,447,3.5334083494636473e-07,5.534994602203369,0.09730524838878264,-1.8,100,1123.9729241388284,9,6218,-0.47067643234194617,-100,100,-1925.5372847109018,3,4137
143,537,3.180067514517283e-07,6.350988388061523,0.08686815875508902,-1.9,100,1209.3785061883493,9,6218,-0.4345829901123473,-100,100,-1892.17433894916,3,4138
144,674,2.8620607630655544e-07,7.824963331222534,0.016644945054376525,-100,100,332.66587185676923,12,6221,-0.541859219869375,-100,100,-1904.635157840853,4,4143
145,428,2.575854686758999e-07,5.4580137729644775,0.0913863893455304,-1.806405034369394,100,1078.5421670559497,9,6235,-0.673924544678356,-100,100,-1924.728499601385,1,4143
146,495,2.318269218083099e-07,6.409987926483154,0.08303322842060333,-2.0,100,1067.807317488959,9,6237,-0.41803849907927004,-100,100,-1878.2469763631602,4,4143
147,776,2.086442296274789e-07,9.386703729629517,0.02025824998799823,-100,100,412.478228005632,10,6285,-0.2892868352073279,-100,100,-1810.357014727458,6,4144
148,534,1.87779806664731e-07,6.006276369094849,0.07934154921559604,-1.8685004887235612,100,1190.9959952753122,10,6285,-0.6065646643484701,-100,100,-1899.7605287394083,1,4150
149,705,1.6900182599825792e-07,7.672716856002808,0.028465899942529963,-100,100,482.29774272628515,6,6285,-0.3588803396165106,-100,100,-1846.4393473269472,4,4152
150,375,1.5210164339843212e-07,5.058904409408569,0.1472096599559144,-1.9235269210015482,100,1595.6055042621563,13,6288,-0.6653596933560743,-100,100,-1934.200628586108,2,4154
151,503,1.3689147905858892e-07,5.910990476608276,0.06751551106888544,-1.7027530423726773,100,792.9021619929906,6,6302,-0.38618708031517585,-100,100,-1827.051076971097,5,4157
152,819,1.2320233115273002e-07,8.62166690826416,0.03492228392487614,-100,100,728.9677546478645,9,6319,-0.3618841753053973,-100,100,-1790.602899411106,6,4157
153,693,1.1088209803745703e-07,7.784000396728516,0.023477256414171224,-100,100,417.2143237362368,7,6319,-0.3926271346892852,-100,100,-1868.5125339863082,3,4160
154,1702,9.979388823371132e-08,11.71116590499878,-0.0576383744800912,-100,100,-1485.5714638498707,7,6323,-0.09136104334562185,-100,100,-733.5378170219979,11,4161
155,535,8.98144994103402e-08,6.040419340133667,0.0751247034972497,-1.8437062963427533,100,1010.0516385205223,7,6329,-0.3848107166508779,-100,100,-1843.2433327577053,4,4164
156,623,8.083304946930617e-08,6.42700719833374,0.07006719380415638,-1.9,100,1105.3800494543711,8,6350,-0.40604804969142977,-100,100,-1833.3069443568054,5,4174
157,455,7.274974452237555e-08,5.3100035190582275,0.07751567498156502,-1.8046712448433753,100,876.237189991611,7,6351,-0.42190871134065194,-100,100,-1905.761649125725,3,4175
158,360,6.5474770070138e-08,4.101999044418335,0.1069037393911437,-1.1457954256466576,100,1003.2915941858836,9,6351,-0.6374899247493726,-100,100,-1936.0569014638447,2,4175
159,420,5.8927293063124204e-08,4.855999946594238,0.08007637998591761,-1.5552971063028993,100,802.2051746989226,6,6369,-0.43963402312105093,-100,10,-1895.2622736748506,0,4181
160,768,5.303456375681178e-08,7.7914719581604,0.006772356539017029,-100,100,132.59596867741442,7,6389,-0.379896818868179,-100,100,-1871.3717297446497,3,4185
161,1667,4.7731107381130604e-08,10.570307731628418,-0.05951215251542387,-100,100,-1587.9627655690551,7,6390,-0.2685938354179443,-100,100,-1687.037880260108,4,4190
162,599,4.295799664301754e-08,5.9009997844696045,0.05129890796985589,-1.6733213486799696,100,736.3958239072813,5,6405,-0.4488877160826381,-100,100,-1921.6883125497739,3,4190
163,488,3.866219697871579e-08,5.588989734649658,0.07086960711733038,-1.8177628851274188,100,930.4470718434305,8,6405,-0.5027370863901577,-100,100,-1904.8708203323074,1,4190
164,770,3.479597728084421e-08,7.424998760223389,0.027201213768477176,-100,100,502.1616073798572,6,6411,-0.37610218583572286,-100,100,-1953.4747532307445,2,4196
165,381,3.131637955275979e-08,4.41798996925354,0.08987380987529446,-1.870182928202107,100,875.5506558051186,7,6412,-0.5548966396067574,-100,100,-1916.6129932017402,3,4198
