episode,epsilon,time,car_avg,car_min,car_max,her_avg,her_min,her_max
1,0,38.350982666015625,-0.09683666881859264,-100,100,0.013407141737890066,-100,100
1,0,31.002626657485962,-0.03989786147462496,-100,10,-0.07750808246206303,-100,10
1,0,27.75667691230774,-0.10064412238325282,-100,100,-0.13187267065796285,-100,0.10060801163410393
1,0,31.10404109954834,-0.1111111111111111,-100,0.0,0.03572728187800323,-0.23379504337009438,10
2,1,36.40121793746948,-0.05554673861291858,-100,10,-0.12171711117878638,-100,10
3,0.99,41.365726470947266,-0.08740990645606501,-100,100,-0.029918503563951062,-100,100
4,0.9801,44.89771318435669,-0.03145817912657291,-100,100,-0.2679781761819257,-100,10
5,0.9702989999999999,49.5237135887146,-0.026813880126182965,-100,100,-0.23657600442090485,-100,10
6,0.96059601,55.04571270942688,-0.09146341463414634,-100,10,-0.01798461352746596,-100,10
7,0.9509900498999999,61.235483169555664,-0.0894923622897701,-100,100,-0.043096301113740014,-100,10
8,0.9414801494009999,65.18799352645874,-0.03374578177727784,-100,100,-0.21820351768145096,-100,10
9,0.9320653479069899,72.01447558403015,-0.08226295280704286,-100,100,-0.07562883180400996,-100,10
10,0.92274469442792,80.17651915550232,-0.09178743961352658,-100,10,0.03338984531272302,-100,100
11,0.9135172474836407,89.86352396011353,-0.07835874056133352,-100,10,-0.04427770130715913,-100,100
12,0.9043820750088043,99.5505211353302,-0.08475858937490541,-100,10,-0.003156496287667981,-100,100
13,0.8953382542587163,106.139240026474,-0.08263264714409974,-100,100,-0.14373124649268196,-100,10
14,0.8863848717161291,114.67817497253418,-0.08115942028985507,-100,100,-0.08734591810352552,-100,10
15,0.8775210229989678,123.27307176589966,-0.09680065627563576,-100,100,-0.011439037684865495,-100,10
16,0.8687458127689781,132.31700587272644,-0.0871559633027523,-100,100,-0.036029161295596954,-100,100
17,0.8600583546412883,142.5289170742035,-0.07860511647849078,-100,10,0.04803005301662223,-100,100
18,0.8514577710948754,158.8860719203949,-0.07860511647849078,-100,10,0.0496248850196924,-100,100
19,0.8429431933839266,171.3953239917755,-0.09168409200579057,-100,10,0.03184318342074976,-100,100
20,0.8345137614500874,177.18931365013123,0.03607503607503607,0.0,100,-0.17249834385557491,-100,10
21,0.8261686238355865,187.5363941192627,-0.08452830188679246,-100,10,-0.060434515713139056,-100,100
22,0.8179069375972307,191.68171572685242,0.011768167107972934,-100,100,-0.39388864580214805,-100,10
23,0.8097278682212583,195.8927137851715,0.034934497816593885,-100,100,-0.4183242945864998,-100,10
24,0.8016305895390458,205.0826120376587,-0.08880722707089267,-100,100,-0.06652273036472273,-100,10
25,0.7936142836436553,217.29443621635437,-0.08437547084526141,-100,10,-0.054863739805980555,-100,100
26,0.7856781408072188,229.79437518119812,-0.0963265306122449,-100,100,-0.006569638051222677,-100,100
27,0.7778213593991465,240.91406989097595,-0.07981755986316989,-100,10,-0.061439729805462424,-100,100
28,0.7700431458051551,245.7708444595337,0.014992503748125937,-100,100,-0.3054976994013485,-100,10
29,0.7623427143471035,248.54884433746338,0.12365591397849462,-100,100,-0.7154924676734606,-100,0.776493513952119
30,0.7547192872036325,254.4247498512268,0.0357824427480916,0.0,100,-0.2914080449752987,-100,10
31,0.7471720943315961,270.1155297756195,-0.08456659619450317,-100,10,0.0438535278772006,-100,100
32,0.7397003733882802,283.17680311203003,-0.07904570278815752,-100,10,-0.05339478628973759,-100,10
33,0.7323033696543974,291.9267690181732,0.028969762810066992,0.0,100,-0.1444886923109586,-100,100
34,0.7249803359578534,304.29033613204956,-0.08910738976801352,-100,100,-0.03188527276541901,-100,10
35,0.7177305325982748,319.09919452667236,-0.08396062536189924,-100,100,-0.07170872823103494,-100,10
