episode,epsilon,time,car_avg,car_min,car_max,her_avg,her_min,her_max
1,0,4.125591039657593,0.019218449711723255,0.0,100,0.04487635408082686,0,10
2,1,8.190596103668213,0.02007456266131345,0.0,100,0.1523712804912417,0,100
3,0.99,12.52859115600586,0.006052352852171282,0.0,10,0.13956609645454646,0,100
4,0.9801,16.16059112548828,0.03425774877650897,0.0,100,0.062327993593171115,0,10
5,0.9702989999999999,19.57559871673584,0.006057852491291837,0.0,10,0.07457402010191808,0,10
6,0.96059601,23.863401174545288,0.007140816909454442,0.0,10,0.06602168135359296,0,10
7,0.9509900498999999,27.74339747428894,0.004850444624090542,0.0,10,0.12106903224000833,0,100
8,0.9414801494009999,31.317396640777588,0.046811000585137506,0.0,100,0.08184988467885904,0,10
9,0.9320653479069899,35.50639748573303,0.0071285999429712005,0.0,10,0.09428477976856228,0,100
10,0.92274469442792,39.28039741516113,0.03372681281618887,0.0,100,0.07769569792700445,0,10
11,0.9135172474836407,43.20339584350586,0.003453634950785702,0.0,10,0.07523295097964823,0,10
12,0.9043820750088043,47.655396699905396,0.02037549119487702,0.0,100,0.2177414797269845,0,100
13,0.8953382542587163,51.84240102767944,0.019826140003050174,0.0,100,0.13359897988703467,0,100
14,0.8863848717161291,54.30740141868591,0.028011204481792718,0.0,100,0.06766177178239009,0,10
15,0.8775210229989678,59.1213960647583,0.006111535523300229,0.0,10,0.1812677546922959,0,100
16,0.8687458127689781,63.71939730644226,0.03373715687777948,0.0,100,0.24654915175206224,0,100
17,0.8600583546412883,67.71839761734009,0.033381712626995644,0.0,100,0.06014174587348713,0,10
18,0.8514577710948754,72.2683973312378,0.02031884964051266,0.0,100,0.19853193677321707,0,100
19,0.8429431933839266,76.73339653015137,0.02053107035313441,0.0,100,0.2865021457959354,0,100
20,0.8345137614500874,81.13739657402039,0.007192174913693901,0.0,10,0.09908048011927587,0,100
21,0.8261686238355865,85.70239734649658,0.006083650190114068,0.0,10,0.1729342116699518,0,100
22,0.8179069375972307,91.73837971687317,0.020301624129930394,0.0,100,0.2734063697688769,0,100
23,0.8097278682212583,98.91037845611572,0.008173273395995096,0.0,10,0.23821482790898083,0,100
24,0.8016305895390458,104.51037859916687,0.004846526655896607,0.0,10,0.2558627476380243,0,100
25,0.7936142836436553,107.7063820362091,0.01081749343223613,0.0,10,0.13228064790113084,0,100
26,0.7856781408072188,111.26937985420227,0.05027652086475616,0.0,100,0.31306507180225757,0.0,100
27,0.7778213593991465,116.1082673072815,0.045454545454545456,0.0,100,0.2372542357586522,0,100
28,0.7700431458051551,119.87926721572876,0.03286653329522721,0.0,100,0.2451224210285001,0,100
29,0.7623427143471035,123.37027406692505,0.048888187982967984,0.0,100,0.29856003535711445,0,100
30,0.7547192872036325,130.16317319869995,0.020405387022173854,0.0,100,0.34694993921179257,0,100
31,0.7471720943315961,135.6031732559204,0.004828585224529213,0.0,10,0.278319594755385,0,100
32,0.7397003733882802,139.28217768669128,0.03357240958339692,0.0,100,0.06281056997886594,0,10
33,0.7323033696543974,149.17756509780884,0.02106828603296567,0.0,100,0.3129676385098918,0,100
34,0.7249803359578534,153.18656516075134,0.04747774480712166,0.0,100,0.12408786126800891,0,100
35,0.7177305325982748,158.07556462287903,0.019814052735863435,0.0,100,0.1936504409694652,0,100
36,0.7105532272722921,175.84555339813232,0.021417644059153494,0.0,100,0.3630864469705506,0,100
37,0.7034476949995692,181.5272569656372,0.007099247479767145,0.0,10,0.29411310210471053,0,100
38,0.6964132180495735,185.4051055908203,0.018822724161533196,0.0,100,0.1273076127224147,0,100
39,0.6894490858690777,188.8671100139618,0.007141836880445651,0.0,10,0.17686881439920354,0,100
40,0.682554595010387,200.65111541748047,0.02226179875333927,0.0,100,0.4264173084613529,0,100
41,0.6757290490602831,203.8261103630066,0.011758777087182933,0.0,10,0.1853257054951128,0,100
42,0.6689717585696803,224.21093201637268,0.030211480362537766,0.0,100,0.2325897850150805,0,100
43,0.6622820409839835,245.83220505714417,0.022208934825318185,0.0,100,0.3148979430726844,0,100
44,0.6556592205741436,250.80520796775818,0.006083650190114068,0.0,10,0.2189076525149621,0,100
45,0.6491026283684022,254.49220538139343,0.01953712052900511,0.0,100,0.34358026576614814,0,100
46,0.6426116020847181,267.64420533180237,0.02117896223085069,0.0,100,0.27318520272177904,0,100
47,0.6361854860638709,274.6741919517517,0.007144898542440698,0.0,10,0.3674290988639066,0,100
48,0.6298236312032323,279.8841965198517,0.0570574650183399,0.0,100,0.2869651390210859,0,100
49,0.6235253948912,307.5242054462433,0.06907477820025348,0.0,100,0.3268335011381305,0,100
50,0.617290140942288,316.32110118865967,0.02144082332761578,0.0,100,0.3288605243311913,0,100
51,0.6111172395328651,331.0715310573578,0.011702127659574468,0.0,10,0.27312872166236035,0,100
52,0.6050060671375365,337.5105311870575,0.02066869300911854,0.0,100,0.30987117758762533,0,100
53,0.5989560064661611,342.00751996040344,0.008158825129181398,0.0,10,0.2972965714685939,0,100
54,0.5929664464014994,345.35452246665955,0.044706723891273246,0.0,100,0.2659941186105839,0,100
55,0.5870367819374844,358.4275188446045,0.021058677132191058,0.0,100,0.3604558731222215,0,100
56,0.5811664141181095,367.3375310897827,0.011137097672346587,0.0,10,0.3879960544855207,0,100
57,0.5753547499769285,371.77158999443054,0.0034153005464480873,0.0,10,0.5009837623608496,0,100
58,0.5696012024771592,393.66458678245544,0.03667863274543468,0.0,100,0.2941997487276114,0,100
59,0.5639051904523876,399.29658818244934,0.03316032295271049,0.0,100,0.31360492701206133,0,100
