episode,iterations,epsilon,time,car_avg,car_min,car_max,car_cumulative,car_reproductions,car_table_size,her_avg,her_min,her_max,her_cumulative,her_reproductions,her_table_size
12,738,0.31381059609000017,7.9189770221710205,0.03836659290922432,-100,100,756.4741123911759,10,2711,-0.3641615080883509,-100,100,-1719.2064796851046,8,3483
13,533,0.28242953648100017,7.091890811920166,0.09442575711728364,-1.2537190060454235,100,1418.180446144483,12,2777,-0.32842072432870195,-100,100,-1736.3603695258473,11,3492
14,18328,0.25418658283290013,136.6888885498047,0.00995069949565077,-100,100,1457.1306806456207,66,3126,0.06781259328362814,-100,100,16438.72198825743,393,3874
15,724,0.22876792454961012,8.339321613311768,0.021587765351293958,-100,100,433.48232825398264,11,3190,-0.3361032541656844,-100,100,-1738.3260305449196,7,3877
16,706,0.2058911320946491,8.71703028678894,0.026742212341574957,-100,100,522.7567668531073,11,3278,-0.28006558699843304,-100,100,-1671.15135761965,10,3881
17,495,0.1853020188851842,5.469990253448486,0.0888464635416618,-1.7679207288013974,100,1236.5650795728488,11,3315,-0.619329700045284,-100,100,-1837.5512200343576,4,3885
18,498,0.16677181699666577,6.0530736446380615,0.08629519156522404,-1.5991752617805015,100,1103.197728969824,9,3338,-0.38097609620215456,-100,100,-1788.3017955729135,6,3890
19,552,0.1500946352969992,6.512044906616211,0.07930015743838058,-1.9076713359339232,100,1157.1478973408493,8,3368,-0.4263319928216109,-100,100,-1831.5222411616403,3,3893
20,1049,0.13508517176729928,11.370274305343628,-0.0063860767846452655,-100,100,-152.38456423520532,9,3410,-0.1781043637213398,-100,100,-1521.011266180242,11,3900
21,605,0.12157665459056936,8.50023078918457,0.08495397914301607,-1.615747256266519,100,1461.1234872807333,12,3435,-0.29721599531767073,-100,100,-1714.044644997007,10,3910
22,771,0.10941898913151243,8.190001010894775,0.03032882756667935,-100,100,606.3035918854869,10,3458,-0.4319511310852489,-100,100,-1780.502562333396,5,3914
23,518,0.0984770902183612,6.027988910675049,0.09016757353291696,-1.7869852212596793,100,1322.3074658602272,10,3489,-0.5763239691473131,-100,100,-1870.171279883031,5,3917
24,442,0.08862938119652508,5.110000133514404,0.08502326150506134,-1.9184448850398816,100,1057.6893731229632,10,3512,-0.7047776003100814,-100,100,-1812.6879879975293,3,3922
25,806,0.07976644307687257,10.136523485183716,0.03088587022777857,-100,100,697.4338356134679,12,3613,-0.2994509697729481,-100,100,-1731.425507227186,11,3923
26,526,0.07178979876918531,7.008575916290283,0.08682748219280532,-1.8,100,1237.204793765283,9,3641,-0.3925082917025897,-100,100,-1783.5576774965677,5,3927
27,416,0.06461081889226679,5.86498761177063,0.10975645578481961,-1.475199063421619,100,1203.8088070479016,9,3699,-0.4840225856000601,-100,100,-1854.2905254338302,4,3935
28,416,0.05814973700304011,5.919826030731201,0.11971652787831885,-1.7585667519799486,100,1551.8853508866473,13,3757,-0.6887966909279768,-100,100,-1837.0207747049142,5,3937
29,629,0.0523347633027361,6.754356622695923,0.08806441706085376,-100,100,1580.139835322899,11,3787,-0.6108589165564189,-100,100,-1781.8754595950738,6,3948
30,416,0.04710128697246249,4.842854022979736,0.10157247864558118,-2.0,100,1050.2594291953094,9,3794,-0.5384502212743993,-100,100,-1824.2693496776649,2,3950
31,384,0.042391158275216244,5.78221321105957,0.1302367648493137,-1.9142049146888853,100,1363.3184544426158,12,3838,-0.4151822834061507,-100,100,-1823.89577100322,6,3951
32,626,0.03815204244769462,8.221236944198608,0.09125508796284207,-1.664774356388112,100,1673.344547974635,13,3873,-0.36764697822594206,-100,100,-1764.337848506296,9,3960
33,548,0.03433683820292516,7.297970533370972,0.08586342335503884,-1.8633929378706033,100,1324.7008955215392,11,3881,-0.42706867347971067,-100,100,-1821.0208237174863,5,3968
34,485,0.030903154382632643,5.738585472106934,0.0933711724559425,-2.0,100,1197.3919155750066,9,3917,-0.6264344549443346,-100,100,-1878.050495923115,2,3971
35,928,0.02781283894436938,9.608570337295532,-0.01029665042247274,-100,100,-254.90387785873514,11,3964,-0.413297680736303,-100,100,-1782.1395993349386,5,3973
36,414,0.025031555049932444,5.632912635803223,0.1259324936919716,-1.7473866856180988,100,1588.008745455762,13,3986,-0.5950843793292104,-100,100,-1845.3566602998815,6,3976
37,538,0.0225283995449392,6.986148357391357,0.1160228058515601,-1.4121475786045168,100,1879.6854776011253,14,4001,-0.4937848631278123,-100,100,-1800.3396109640037,6,3982
38,566,0.020275559590445278,6.779834985733032,0.07574642865216415,-1.7927014033597446,100,1165.7375369568063,10,4042,-0.4385646552959103,-100,100,-1812.1491556827013,4,3986
39,699,0.01824800363140075,7.47071385383606,0.026122867003462596,-100,100,482.25424775092296,8,4055,-0.44710842322347316,-100,100,-1808.5535719389488,2,3989
40,837,0.016423203268260675,9.446288108825684,0.03622528816206965,-100,100,782.6111254533528,10,4089,-0.31185874961965276,-100,100,-1733.6227891356498,10,3996
41,564,0.014780882941434608,7.563000917434692,0.10710023017015784,-1.891332661343926,100,1915.9160175139534,14,4131,-0.6064655397407863,-100,100,-1890.9595529117717,3,3999
42,334,0.013302794647291147,4.339000225067139,0.11380098583237838,-1.792602572700951,100,938.2891281879597,8,4144,-0.527846337063648,-100,100,-1925.5834376081882,3,3999
43,509,0.011972515182562033,6.264952898025513,0.0852118790090054,-1.7787266986070256,100,1044.1863653763521,8,4152,-0.3238187704891912,-100,100,-1772.2601308873436,4,4005
44,5136,0.01077526366430583,55.01919603347778,0.010155554651027082,-100,100,531.2370637952266,33,4188,0.01234202578245008,-100,100,926.9601884166957,104,4151
45,493,0.009697737297875247,6.899998188018799,0.10179349139875044,-2.0,100,1332.3750089182445,11,4203,-0.3412868438802021,-100,100,-1780.152177679134,7,4151
46,335,0.008727963568087723,4.772001028060913,0.1404406395711589,-1.8,100,1365.644779189949,11,4330,-0.7669611670469997,-100,100,-1885.9575097685722,3,4151
47,3550,0.00785516721127895,31.42882537841797,0.0002876760434627561,-100,100,13.637858192438877,25,4391,0.009420525836638527,-100,100,364.17868779277217,69,4214
48,734,0.007069650490151055,8.79006290435791,0.020576626632228933,-100,100,423.05544355862685,10,4480,-0.3801662232145111,-100,100,-1824.4177052064388,6,4216
49,523,0.00636268544113595,6.586990594863892,0.08739653564146152,-1.9,100,1175.9203870558647,8,4517,-0.36700285310995373,-100,100,-1761.2466920746679,6,4216
50,698,0.005726416897022355,8.916988134384155,0.05840080294363662,-100,100,1132.0995650623959,11,4556,-0.30598394660627765,-100,100,-1731.257169898319,9,4218
51,2829,0.00515377520732012,20.603025674819946,-0.02203428467557208,-100,100,-811.0599846231327,6,4619,-0.04948132740231773,-100,100,-928.5665900318946,31,4225
52,567,0.004638397686588107,8.11386251449585,0.07870290078241335,-1.7,100,1212.8904039577722,10,4692,-0.3000691943822584,-100,100,-1786.6119833519663,7,4227
53,889,0.0041745579179292966,10.468458652496338,0.010329350251995854,-100,100,253.78180634128614,12,4759,-0.30925594022527175,-100,100,-1746.677550392335,9,4240
54,593,0.003757102126136367,6.348241090774536,0.06652021602285546,-1.6304796479468646,100,993.612466733392,7,4782,-0.4054023825910527,-100,100,-1784.581288165814,5,4240
55,489,0.00338139191352273,6.0402209758758545,0.10411697526068128,-1.777806005283761,100,1390.4822046063985,10,4785,-0.46681111962206384,-100,100,-1843.9039225071522,3,4244
56,689,0.0030432527221704573,8.848320960998535,0.03813942822857186,-100,100,742.6128070385226,11,4812,-0.39701231747694204,-100,100,-1827.844709663841,6,4244
57,521,0.0027389274499534117,6.674966096878052,0.08055049449540141,-1.6694573690350805,100,1171.9291444135952,10,4849,-0.5153812443133116,-100,100,-1852.7955733063552,3,4247
58,766,0.0024650347049580707,9.36728835105896,0.04420140890235046,-100,100,879.3428287033602,9,4859,-0.2997652331954921,-100,100,-1809.9824780343813,7,4249
59,457,0.0022185312344622636,5.835033893585205,0.10378201563704398,-1.6189321918186867,100,1271.4334735694258,10,4891,-0.45725122302580007,-100,100,-1873.358260736703,3,4249
60,820,0.001996678111016037,8.223039627075195,0.030297565665536635,-100,100,662.6986538022828,11,4898,-0.4769877651277223,-100,100,-1846.419638809413,5,4249
61,493,0.0017970102999144335,5.98094630241394,0.10108210221706079,-1.786712623010314,100,1462.6580190808697,12,4909,-0.6187705350511619,-100,100,-1905.8132479575784,2,4253
62,231,0.0016173092699229901,3.375255823135376,0.194884570957044,-1.7358405890825812,100,1234.2039878709597,11,4927,-0.9634848047284436,-100,100,-1911.553852581232,2,4257
63,425,0.0014555783429306911,5.6710426807403564,0.09441168527237911,-1.9367655883203163,100,1025.9717838549439,9,4941,-0.44561448247463126,-100,100,-1811.8684857418507,5,4259
64,904,0.001310020508637622,9.889363288879395,-0.015907716172845414,-100,100,-385.0621776798961,11,4989,-0.4222064598190053,-100,100,-1821.3986676591887,6,4262
65,327,0.0011790184577738598,4.177013635635376,0.15659814611785292,-1.6838117570325224,100,1418.1528112432761,12,4997,-0.7080042150374702,-100,100,-1913.0273890312446,3,4262
66,502,0.0010611166119964739,6.490934133529663,0.08915775580160994,-1.4985142855811728,100,1218.519048540603,9,5008,-0.43131184608105466,-100,100,-1841.2702709200223,5,4263
67,596,0.0009550049507968265,7.474292516708374,0.07988758823832148,-1.8416671414062584,100,1367.6755106400637,12,5073,-0.44720213284717875,-100,100,-1842.0255851975292,6,4263
68,989,0.0008595044557171439,9.168001890182495,-0.008835864941779091,-100,100,-215.61277630929337,10,5088,-0.45054809358928566,-100,100,-1844.9944432481248,7,4264
69,566,0.0007735540101454295,7.748977184295654,0.09594498566686573,-1.7788212006682524,100,1564.7667712409132,11,5129,-0.44911754285341005,-100,100,-1850.8133940989028,6,4265
70,468,0.0006961986091308866,6.353248357772827,0.0869575850469197,-1.824550537370188,100,1001.4035494003273,8,5135,-0.3563147280637579,-100,100,-1826.8256107828868,7,4266
71,529,0.0006265787482177979,7.088197231292725,0.09200834109818627,-1.7768240871239593,100,1375.8927327822776,10,5143,-0.43084775980591755,-100,100,-1855.230453724281,6,4268
72,591,0.0005639208733960181,7.291439533233643,0.07020640126745976,-1.772133409651415,100,1105.399787956154,9,5146,-0.3757926260955559,-100,100,-1808.6899093979107,7,4271
73,633,0.0005075287860564164,8.487988471984863,0.05928954915114103,-1.8773631413651517,100,1019.3652185555677,8,5174,-0.3536709929622533,-100,100,-1772.9526877197757,6,4277
74,415,0.00045677590745077476,5.163999080657959,0.0917569024448562,-1.7755282045120386,100,1002.7194299173884,9,5186,-0.5412439247077979,-100,100,-1867.8327841666107,3,4281
75,933,0.0004110983167056973,9.77617883682251,-0.0010160370853434003,-100,100,-23.861630949289758,8,5220,-0.2911127003123103,-100,100,-1763.5607384919756,8,4283
76,476,0.0003699884850351276,6.3109846115112305,0.10041662713679503,-1.6483103283057758,100,1323.691978917232,11,5267,-0.4509655232643953,-100,100,-1796.1956791620867,7,4286
77,451,0.00033298963653161486,5.774097681045532,0.09233421221459524,-1.8683450976741107,100,1249.0048886268298,11,5292,-0.6851781993673409,-100,100,-1859.5736330829632,5,4290
78,585,0.0002996906728784534,8.489346981048584,0.08651193618924892,-1.449206110841433,100,1429.3502097187707,11,5302,-0.3618314239596179,-100,100,-1917.706546985975,5,4293
79,675,0.00026972160559060804,8.189008951187134,0.04295000156639424,-100,100,867.0746316223668,12,5317,-0.5838851509830457,-100,100,-1876.0229901085258,3,4295
80,389,0.00024274944503154723,4.76799750328064,0.0970238656146956,-1.7,100,898.9261149201548,7,5321,-0.503535567191621,-100,100,-1938.1083981205493,2,4297
81,1460,0.00021847450052839252,10.962998390197754,-0.06606101969454152,-100,100,-1818.2635060725606,12,5346,-0.3237393342015334,-100,100,-1561.071069519794,7,4300
82,596,0.00019662705047555326,6.642988204956055,0.06463011420481654,-1.5401012633074742,100,1036.8609221878717,8,5347,-0.5537543037281587,-100,10,-1956.967709375313,0,4300
83,559,0.00017696434542799794,6.181835412979126,0.0778938180559232,-1.6,100,1109.1300752982904,7,5356,-0.4907894401487788,-100,100,-1879.232766329674,3,4300
84,739,0.00015926791088519815,7.889274597167969,0.015229841957810936,-100,100,315.4557164721379,10,5361,-0.6216246997234397,-100,100,-1978.0097945199852,1,4303
85,1148,0.00014334111979667834,11.858991622924805,-0.018926759671998753,-100,100,-484.71431519988806,9,5379,-0.19291578315622468,-100,100,-1592.3268741714785,10,4313
86,639,0.00012900700781701051,8.714001655578613,0.07639898784731043,-100,100,1415.5204468349677,13,5386,-0.3536428535385815,-100,100,-1875.0144094615591,6,4324
87,695,0.00011610630703530947,7.669790267944336,0.02858574383946133,-100,100,568.7133736860832,10,5396,-0.6073698217197142,-100,100,-1936.9023614641685,2,4325
88,569,0.00010449567633177853,7.321000099182129,0.07111083998432176,-1.7805943750161803,100,1032.8138399322893,8,5420,-0.3397391236388463,-100,100,-1854.635875944462,3,4326
89,562,9.404610869860067e-05,7.112526178359985,0.07286809202553987,-1.9223197922714863,100,1123.9174514019269,10,5430,-0.4134161315472134,-100,100,-1879.389734013632,2,4327
90,616,8.464149782874061e-05,7.511999607086182,0.07220389182243728,-1.8760676636594842,100,1227.8271804405458,11,5455,-0.4185548349180635,-100,100,-1852.942254182267,4,4329
91,464,7.617734804586655e-05,5.766012668609619,0.11015639276594646,-1.9074143370147538,100,1422.8901253577305,11,5459,-0.5863787748291553,-100,100,-1962.6097593531829,1,4337
92,993,6.85596132412799e-05,10.49699878692627,-0.03560245618110437,-100,100,-840.2535683302442,8,5461,-0.25836504559413703,-100,100,-1775.2262282773156,4,4343
93,601,6.170365191715192e-05,7.181964635848999,0.07452898038698376,-1.682510052195898,100,1156.466188664827,8,5466,-0.40839723902294867,-100,100,-1867.6005740519442,3,4343
94,273,5.5533286725436733e-05,3.5712156295776367,0.16003997047110924,-2.0,100,1202.3802981494437,10,5473,-0.9057744431777943,-100,100,-1938.35730840048,1,4343
95,636,4.997995805289306e-05,6.944175720214844,0.025669830198915774,-100,100,413.28426620254396,6,5475,-0.48533571094823535,-100,10,-1952.990900855699,0,4343
96,523,4.4981962247603756e-05,6.8729987144470215,0.09396797531281276,-1.4683322839604052,100,1558.9287104395637,14,5476,-0.6262831034954592,-100,100,-1900.7692191087187,2,4347
97,920,4.048376602284338e-05,8.922191381454468,-0.003047767875626055,-100,100,-68.72716559536754,7,5598,-0.4394793886670897,-100,100,-1846.692391179111,5,4351
98,455,3.6435389420559045e-05,5.544406414031982,0.08561323905913228,-1.7207673175707414,100,1081.466435794959,10,5603,-0.6529506690150416,-100,100,-1947.098895002854,1,4353
99,370,3.279185047850314e-05,4.588989496231079,0.10984769552319122,-1.9333889747383524,100,1175.6998851847156,11,5605,-0.8573989667180095,-100,100,-1961.7288358508058,1,4353
100,483,2.9512665430652825e-05,5.838000535964966,0.08567592700777711,-2.0,100,1199.9770336709262,11,5622,-0.7160218898464253,-100,100,-1933.2591025853483,2,4358
101,494,2.6561398887587544e-05,5.693988561630249,0.10390011338035372,-2.0,100,1400.0540278002663,9,5637,-0.6770645243442495,-100,100,-1926.2485717593897,1,4363
102,876,2.390525899882879e-05,9.248610734939575,0.004188786083768822,-100,100,97.9003083498449,10,5672,-0.46211113345269256,-100,100,-1919.1475372290322,2,4365
103,740,2.1514733098945913e-05,8.193233251571655,0.04166750074512859,-100,100,823.6831547297019,9,5673,-0.46135167565847635,-100,100,-1892.4645735510699,2,4367
104,611,1.9363259789051322e-05,7.038480043411255,0.05506874703711232,-1.9226526816824727,100,834.4016551063258,6,5680,-0.37450189753130536,-100,100,-1872.8839895540582,2,4369
105,514,1.742693381014619e-05,6.127027750015259,0.06825589819377229,-1.781344716346533,100,893.8792427456419,8,5689,-0.46211898452835903,-100,10,-1947.369400802505,0,4382
106,1433,1.5684240429131574e-05,10.674988508224487,-0.05282302110661861,-100,100,-1389.139809061856,10,5695,-0.2711453178317842,-100,100,-1473.674802415747,5,4387
107,742,1.4115816386218418e-05,8.305980920791626,0.01586733324517732,-100,100,318.36217423123776,11,5711,-0.42540571574806413,-100,100,-1876.890017880459,3,4390
108,421,1.2704234747596576e-05,5.560011625289917,0.10730921968480757,-1.8,100,1253.4789951382372,12,5721,-0.5376452238228236,-100,100,-1931.2216439715824,1,4392
109,510,1.1433811272836918e-05,5.351442337036133,0.09539649111300647,-1.7585570149187382,100,1347.7616264445553,9,5728,-0.8065468343835934,-100,10,-1988.1379467555578,0,4392
110,1347,1.0290430145553226e-05,9.750013828277588,-0.05086568516320249,-100,100,-1309.8422586376273,7,5737,-0.2805534278491254,-100,100,-1448.7779014128837,4,4395
111,526,9.261387130997904e-06,6.86299991607666,0.06219496551788127,-1.5613585399083516,100,826.4467018016063,7,5741,-0.3439059396135583,-100,100,-1892.5143856934114,2,4395
112,339,8.335248417898115e-06,4.533987760543823,0.14031708172546992,-1.1038264217801292,100,1261.310247630249,11,5742,-0.5568938293140182,-100,100,-1906.2475777418842,3,4397
113,1837,7.501723576108304e-06,12.811386108398438,-0.05267170842322974,-100,100,-1467.2757815459108,7,5752,-0.171760742795028,-100,100,-1451.5500373607817,8,4398
114,1098,6.751551218497473e-06,10.343267440795898,-0.03443950336031483,-100,100,-901.7983954898439,9,5762,-0.282420981857782,-100,100,-1798.174391488498,5,4401
115,562,6.076396096647726e-06,6.919988393783569,0.08906266422549576,-1.8235765004824198,100,1301.8289629840715,10,5768,-0.33063655421256644,-100,100,-1774.8570230130567,6,4401
116,10403,5.468756486982954e-06,113.08699607849121,-0.02421946880950891,-100,100,-1300.3917193201523,27,5799,0.05003669363136279,-100,100,10671.425724148005,150,4540
117,542,4.9218808382846585e-06,7.64059042930603,0.08877275537695711,-1.9343069592399147,100,1343.220561608738,11,5820,-0.41019901252109536,-100,100,-1879.9420743841802,5,4543
118,540,4.429692754456193e-06,6.175082445144653,0.08531895321524827,-1.745024391031645,100,1330.8050322514425,10,5820,-0.8341460028223163,-100,100,-1975.257734683245,2,4543
